identificador,tipo_de_subasta,cuenta_expediente,fecha_de_inicio,fecha_de_conclusion,cantidad_reclamada,anuncio_BOE,valor_subasta,tasacion,puja_minima,tramos_entre_pujas,importe_del_deposito,direccion,codigo_postal,localidad,provincia,puja,pm2,difference,prediccion_puja
SUB-JA-2018-99326,JUDICIAL EN VÍA DE APREMIO,0319 0000 06 1517 12,25-09-2018,15-10-2018,82026,BOE-B-2018-45140,175910,0,0,0,8795,"CALLE FRANCISCO PIZARRO Nº 13, 3º A, BLOQUE L, URB. MAR AZUL",3185,TORREVIEJA,Alicante,100683,1724,93884,92539
SUB-JA-2017-79254,JUDICIAL EN VÍA DE APREMIO,0805 0000 06 0647 13,25-09-2018,15-10-2018,109454,BOE-B-2018-45157,178370,0,0,0,8918,Ramón Berenguer IV 33-35 Les Roquetes,8812,SANT PERE DE RIBES,Barcelona,117778,1870,68916,101368
SUB-JA-2018-103426,JUDICIAL EN VÍA DE APREMIO,1682 0000 06 0464 14,25-09-2018,15-10-2018,26064,BOE-B-2018-45051,90000,0,0,0,4500,"c/Mossen Jacint Verdaguer, nº 10, esc. A, 5º 2ª",17800,Olot,Gerona,37580,1509,63936,57197
SUB-JA-2017-50441,JUDICIAL EN VÍA DE APREMIO,2367 0000 05 0144 14,20-09-2018,11-10-2018,107415,BOE-B-2018-44238,121910,0,0,0,6095,"CALLE PINTOR SOROLLA, 8",28770,COLMENAR VIEJO,Madrid,97000,2169,14495,87631
SUB-JA-2018-95247,JUDICIAL EN VÍA DE APREMIO,0773 0000 06 0530 15,21-09-2018,11-10-2018,103164,BOE-B-2018-44501,143687,0,0,0,7184,"GR.FONT DELS CAPELLANS, BLOQUE 16, CASA 5, 4º",8243,MANRESA,Barcelona,72602,1239,40523,82749
SUB-JA-2018-101111,JUDICIAL EN VÍA DE APREMIO,4134 0000 06 0474 12,21-09-2018,11-10-2018,93008,BOE-B-2018-44525,210594,0,0,0,10529,URB. LAS MORERAS Nº 3 BOLLULLOS DE LA MITACIÓN (SEVILLA),41110,BOLLULLOS DE LA MITACIÓN,Sevilla,105297,1200,117586,108834
SUB-JA-2018-106396,JUDICIAL EN VÍA DE APREMIO,0370 0000 05 0258 05,21-09-2018,11-10-2018,9153,BOE-B-2018-44506,47000,47000,0,940,2350,PARCELA DE TERRENODE SECANO EN M,6800,MERIDA,Badajoz,23500,915,37847,25482
SUB-JA-2018-106030,JUDICIAL EN VÍA DE APREMIO,3561 0000 06 0162 11,21-09-2018,11-10-2018,68927,BOE-B-2018-44545,154000,154000,0,3080,7700,Rua Pobladores 4,36202,vigo,Pontevedra,64680,2300,85073,89646
SUB-JA-2018-104957,JUDICIAL EN VÍA DE APREMIO,4394 0000 06 0470 14,21-09-2018,11-10-2018,318743,BOE-B-2018-44489,351250,0,0,7025,17562,URBANIZACIÓN LES MALLAES PARCELA 339,46164,PEDRALBA,Valencia,91325,491,32507,155247
SUB-JA-2018-102369,JUDICIAL EN VÍA DE APREMIO,2691 0000 06 0246 14,21-09-2018,11-10-2018,189749,BOE-B-2018-44508,198102,0,0,3962,9905,CALLE LOS BREZOS Nº 65,28978,CUBAS DE LA SAGRA,Madrid,110937,1677,8353,112798
SUB-JA-2018-106658,JUDICIAL EN VÍA DE APREMIO,2368 0000 06 0050 17,21-09-2018,11-10-2018,53612,BOE-B-2018-44516,159596,0,0,3191,7979,"CALLE LAGO DE BAÑOLAS, Nº 142",28981,PARLA,Madrid,169171,1557,105984,80482
SUB-JA-2018-104094,JUDICIAL EN VÍA DE APREMIO,5177 0000 06 0162 17,21-09-2018,11-10-2018,63187,BOE-B-2018-44534,136720,0,0,2734,6836,C/TERUEL Nº 2 1º A,28850,TORREJON DE ARDOZ,Madrid,155861,2045,73533,86343
SUB-JA-2018-96190,JUDICIAL EN VÍA DE APREMIO,2691 0000 06 0934 14,20-09-2018,10-10-2018,209991,BOE-B-2018-44281,209800,0,0,0,10490,"CALLE HISPANIDAD Nº 2 ,ESCALERA 4,BAJO B",28609,SEVILLA LA NUEVA,Madrid,34851,1823,-191,96047
SUB-JA-2018-97456,JUDICIAL EN VÍA DE APREMIO,1703 0000 06 0255 15,20-09-2018,10-10-2018,79577,BOE-B-2018-44233,247515,247515,0,0,12375,C/ VENECIA Nº 51 1º 5ª,17310,LLORET DE MAR,Gerona,123757,2286,167938,125584
SUB-JA-2018-90543,JUDICIAL EN VÍA DE APREMIO,2459 0000 00 0776 15,20-09-2018,10-10-2018,302274,BOE-B-2018-44268,258455,0,200,200,12922,"VIVIENDA. C/ BENITA LOPEZ Nº 56, 3º,",28021,MADRID,Madrid,129200,1866,-43819,124776
SUB-JA-2017-72000,JUDICIAL EN VÍA DE APREMIO,4224 0000 06 0574 13,20-09-2018,10-10-2018,4564,BOE-B-2018-44314,27853,27853,0,0,1392,CALLE CID 4,43520,ROQUETES,Tarragona,6900,750,23289,14617
SUB-JA-2018-89468,JUDICIAL EN VÍA DE APREMIO,4120 0000 05 0125 17,18-09-2018,08-10-2018,41036,BOE-B-2018-43951,67373,0,0,0,3368,PLAZA AURELIO 9-2º PTA 12,41004,SEVILLA,Sevilla,50134,4050,26337,67035
SUB-JA-2018-103759,JUDICIAL EN VÍA DE APREMIO,2890 0000 05 0100 16,18-09-2018,08-10-2018,112230,BOE-B-2018-43726,142163,142163,0,2843,7108,CALLE HONORIO LOZANO 59. PORTAL 4- 3º F,28400,COLLADO VILLALBA,Madrid,147850,2044,29933,92713
SUB-JA-2018-99620,JUDICIAL EN VÍA DE APREMIO,1333 0000 05 2750 09,18-09-2018,08-10-2018,143687,BOE-B-2018-43709,147048,0,0,0,7352,C/ SANTIAGO APOSTOL Nº 48,12560,BENICASIM,Castellón,74800,2427,3361,143462
SUB-JA-2018-85048,JUDICIAL EN VÍA DE APREMIO,1333 0000 05 0856 15,18-09-2018,08-10-2018,146079,BOE-B-2018-43712,250816,0,0,0,12540,"CARRETERA CASTELLÓN-TIRIG, TIPO A, FASE 1. PARTIDA DE ESCOLLETS",12140,ALBOCACER,Castellón,125408,393,104737,128047
SUB-JA-2016-14959,JUDICIAL EN VÍA DE APREMIO,4311 0000 06 0004 13,18-09-2018,08-10-2018,47767,BOE-B-2018-43962,180412,0,0,0,9020,CALLE VALENCIA 2 4º IZQUIERDA,45600,TALAVERA DELA REINA,Toledo,57195,790,132645,77371
SUB-JA-2018-89632,JUDICIAL EN VÍA DE APREMIO,0712 0000 06 0654 14,18-09-2018,08-10-2018,90394,BOE-B-2018-43694,135271,0,0,0,6763,"c. Comerç, núm. 30, 3r-6ª",8694,Guardiola de Berguedà,Barcelona,67635,833,44877,76477
SUB-JA-2018-105594,JUDICIAL EN VÍA DE APREMIO,2459 0000 00 0265 15,18-09-2018,08-10-2018,300108,BOE-B-2018-43847,404287,0,200,8085,20214,"CALLE BOLIVAR Nº 7, 3º B, PORTAL 17-A,",28045,MADRID,Madrid,315544,4406,104179,305240
SUB-JA-2018-95017,JUDICIAL EN VÍA DE APREMIO,4194 0000 06 0512 14,14-09-2018,04-10-2018,92533,BOE-B-2018-43311,109000,0,0,0,5450,"C/ Benidorm, 5, 5ºA",43203,REUS,Tarragona,54200,1223,16467,69073
SUB-JA-2018-104090,JUDICIAL EN VÍA DE APREMIO,1698 0000 05 0876 14,14-09-2018,04-10-2018,195328,BOE-B-2018-43324,310451,0,0,6209,15522,AVDA.CATALUNYA 21-31 ESC.A 3º3ª,17412,MAÇANET DE LA SELVA,Gerona,111762,1722,115123,184332
SUB-JA-2018-104143,JUDICIAL EN VÍA DE APREMIO,3982 0000 06 0170 17,14-09-2018,04-10-2018,355866,BOE-B-2018-43320,160105,0,0,3202,8005,montaña Pacho Camino San Batolome,38201,SAN CRISTOBAL D ELA LALGUNA,Santa Cruz de Tenerife,160105,1203,-195761,159353
SUB-JA-2018-105649,JUDICIAL EN VÍA DE APREMIO,2459 0000 00 0760 14,14-09-2018,04-10-2018,330900,BOE-B-2018-43279,318543,0,200,6370,15927,"CALLE BELZUNEGUI Nº 38, 2º B, BLOQUE 3, PORTAL 1",28025,MADRID,Madrid,191326,2256,-12357,205049
SUB-JA-2018-99438,JUDICIAL EN VÍA DE APREMIO,2459 0000 00 0024 16,14-09-2018,04-10-2018,121261,BOE-B-2018-43281,180741,0,200,200,9037,"CALLE POLVORANCA Nº 39, 2º IZQ,",28044,MADRID,Madrid,97600,2356,59480,102625
SUB-JA-2018-104040,JUDICIAL EN VÍA DE APREMIO,4532 0000 06 0556 16,13-09-2018,03-10-2018,114662,BOE-B-2018-43010,190092,190092,0,3801,9504,"FORMA PARTE DEL EDIFICIO EL DORADO DE LA LOCALIDAD DE PATERNA, PARCELA UR -1.1 PLAN PARCIAL LLOMA LLARGA, CON FACHADA A LA CALLE MURTA CON NÚMERO DE POLICIA 11",46980,PATERNA,Valencia,155875,1214,75430,102226
SUB-JA-2018-95009,JUDICIAL EN VÍA DE APREMIO,4194 0000 06 0512 14,13-09-2018,03-10-2018,262756,BOE-B-2018-43017,269649,0,0,0,13482,"C/ oriente, 24, 1º 2ª",43203,reus,Tarragona,36928,1223,6893,177655
SUB-JA-2018-105678,JUDICIAL EN VÍA DE APREMIO,2459 0000 00 0874 15,13-09-2018,03-10-2018,93228,BOE-B-2018-42977,157240,0,200,3144,7862,"CALLE VICENTE BAUTISTA Nº 8, BAJO C,",28019,MADRID,Madrid,37937,2580,64012,102688
SUB-JA-2018-104139,JUDICIAL EN VÍA DE APREMIO,0429 0000 06 0151 16,13-09-2018,03-10-2018,147744,BOE-B-2018-42960,267320,267320,0,5346,13366,GRAN VIA COLON 168 - 3º A,7300,INCA,Baleares,80196,1721,119576,143703
SUB-JA-2018-86890,JUDICIAL EN VÍA DE APREMIO,2460 0000 18 0132 16,13-09-2018,03-10-2018,159627,BOE-B-2018-42978,373931,0,0,0,18696,"Avenida Ciudad de Barcelona nº 222, 1º B, de Madrid",28007,MADRID,Madrid,284000,4701,214304,232973
SUB-JA-2018-105999,JUDICIAL EN VÍA DE APREMIO,0339 0000 06 0190 16,11-09-2018,01-10-2018,40570,BOE-B-2018-42287,79513,79513,0,1590,3975,CALLE CESAR DIAZ VARA,6008,BADAJOZ,Badajoz,46117,1345,38943,56533
SUB-JA-2018-104560,JUDICIAL EN VÍA DE APREMIO,0755 0000 05 1720 12,11-09-2018,01-10-2018,271436,BOE-B-2018-42424,107995,0,0,2159,5399,"C/ Levante no 60,sobre ático 3ª",8905,Hospitalet de Llobregat,Barcelona,75596,2221,-163441,75437
SUB-JA-2018-105600,JUDICIAL EN VÍA DE APREMIO,2459 0000 00 0513 15,11-09-2018,01-10-2018,154553,BOE-B-2018-42455,301056,0,200,6021,15052,"CALLE CULLERA Nº 9, 8º C,",28047,MADRID,Madrid,210939,2471,146503,211818
SUB-JA-2018-105812,JUDICIAL EN VÍA DE APREMIO,2459 0000 00 0483 16,11-09-2018,01-10-2018,173898,BOE-B-2018-42461,260000,0,200,5200,13000,"CALLE GENERAL SALIQUET Nº18, BLOQUE 16, 1º DERECHA,",28044,MADRID,Madrid,130200,2356,86102,132791
SUB-JA-2018-104731,JUDICIAL EN VÍA DE APREMIO,2347 0000 06 0248 16,11-09-2018,01-10-2018,1733402,BOE-B-2018-42239,2335000,0,0,46700,116750,AVENIDA DE LAS ENCINAS 33,28707,SAN SEBASTIAN DE LOS REYES,Madrid,1681200,2967,601598,896630
SUB-JA-2017-79996,JUDICIAL EN VÍA DE APREMIO,0428 0000 06 0142 16,11-09-2018,01-10-2018,101425,BOE-B-2018-42410,224778,0,0,0,11238,"Llorenc Pons, nº 42",7360,Lloseta,Baleares,206500,1630,123353,121701
SUB-JA-2018-103443,JUDICIAL EN VÍA DE APREMIO,4001 0000 00 0270 17,11-09-2018,01-10-2018,114370,BOE-B-2018-42573,73350,0,0,0,3667,C/ MANOLO CARACOL Nº 10,41950,CASTILLEJA DE LA CUESTA,Sevilla,95000,1032,-41020,62541
SUB-JA-2018-105694,JUDICIAL EN VÍA DE APREMIO,2459 0000 00 0074 17,11-09-2018,01-10-2018,807508,BOE-B-2018-42460,1730000,0,200,34600,86500,"CALLE DIEGO DE LEON Nº 60 C/V GENERAL DIAZ PORLIER Nº 97, 3º A IZQUIERDA, ESCALERA A,",28006,MADRID,Madrid,1003600,7719,922492,921260
SUB-JA-2018-89944,JUDICIAL EN VÍA DE APREMIO,0093 0000 06 0844 14,11-09-2018,01-10-2018,193294,BOE-B-2018-42347,211865,0,0,0,10593,"C/ 11 DE MAYO, Nº 4-2º-B",3700,DENIA,Alicante,131600,2175,18571,113277
SUB-JA-2018-96104,JUDICIAL EN VÍA DE APREMIO,2459 0000 00 0799 15,11-09-2018,01-10-2018,79203,BOE-B-2018-42444,562830,0,200,200,28141,"AVENIDA NUESTRA SEÑORA DE VALVANERA Nº 77, PLANTA 0, PUERTA 1,",28025,MADRID,Madrid,112000,2256,483627,192568
SUB-JA-2017-62699,JUDICIAL EN VÍA DE APREMIO,0865 0000 05 1481 14,04-09-2018,24-09-2018,470366,BOE-B-2018-41709,160000,0,0,0,8000,Passeig Compte d'Egara 6A 6º,8224,Terrassa,Barcelona,259557,2143,-310366,182105
SUB-JA-2018-96792,JUDICIAL EN VÍA DE APREMIO,4081 0000 06 0698 15,04-09-2018,24-09-2018,127982,BOE-B-2018-41588,204300,0,0,0,10215,"URBANIZACIÓN LOS PINOS DE MONTEQUINTO Nº 29, 7ºB",41089,DOS HERMANAS,Sevilla,102150,1832,76318,120836
SUB-JA-2018-100605,JUDICIAL EN VÍA DE APREMIO,0706 0000 05 1275 15,04-09-2018,24-09-2018,14964,BOE-B-2018-41591,34860,34860,0,0,1743,"calle Puertas de Orihuela, 24",3330,CREVILLENTE,Alicante,15010,1722,19896,21990
SUB-JA-2018-104875,JUDICIAL EN VÍA DE APREMIO,4377 0000 05 2019 12,04-09-2018,24-09-2018,31345,BOE-B-2018-41596,33345,0,0,666,1667,CALLE LETOR ROMERO 31,46700,GANDIA,Valencia,24008,1722,2000,32957
SUB-JA-2016-27245,JUDICIAL EN VÍA DE APREMIO,0506 0000 06 0230 12,21-08-2018,10-09-2018,178169,BOE-B-2018-40953,177800,0,0,0,8890,AVDA LOS DELFINES APTO 51 BINI FORCAT,7769,CIUTADELLA DE MENORCA,Baleares,88900,3100,-369,126613
SUB-JA-2018-101979,JUDICIAL EN VÍA DE APREMIO,1694 0000 06 0099 16,17-08-2018,06-09-2018,156350,BOE-B-2018-40734,325948,0,0,6518,16297,C/ PICA D'ESTATS Nº1,17412,MAÇANET DE LA SELVA,Gerona,162974,1032,169598,164361
SUB-JA-2018-101919,JUDICIAL EN VÍA DE APREMIO,0143 0000 06 1506 17,17-08-2018,06-09-2018,45351,BOE-B-2018-40676,167317,0,0,3346,8365,AV. ZARAGOZA 24-25,3130,SANTA POLA,Alicante,80312,1888,121966,83738
SUB-JA-2018-92952,JUDICIAL EN VÍA DE APREMIO,2460 0000 18 1211 14,17-08-2018,06-09-2018,232154,BOE-B-2018-40711,247500,0,0,0,12375,"AVENIDA DE LA AVIACIÓN Nº 109, 1º DCHA,",28044,MADRID,Madrid,114000,2356,15346,136150
SUB-JA-2018-101113,JUDICIAL EN VÍA DE APREMIO,0744 0000 06 1027 15,17-08-2018,06-09-2018,160704,BOE-B-2018-40703,244026,0,0,0,12201,"C/ Hierbabuena, 17 3º 1ª",8906,L'HOSPITALET DE LLOBREGAT,Barcelona,122013,2406,83322,136686
SUB-JA-2018-105042,JUDICIAL EN VÍA DE APREMIO,4000 0000 06 0885 15,09-08-2018,29-08-2018,100045,BOE-B-2018-40163,165000,0,0,3300,8250,"C/LAVANDERAS 4 BLOQUE 703, PLANTA 6º, LETRA D (BARRIADA PINO MONTANO)",41008,SEVILLA,Sevilla,102300,1785,64955,102025
SUB-JA-2018-103577,JUDICIAL EN VÍA DE APREMIO,3202 0000 06 1458 15,07-08-2018,27-08-2018,278895,BOE-B-2018-39986,499276,499276,0,9985,24963,CALLE DE ALVAREZ CIENFUEGOS Nº 18,28850,TORREJON DE ARDOZ,Madrid,279594,2045,220381,294186
SUB-JA-2018-89276,JUDICIAL EN VÍA DE APREMIO,0319 0000 06 0132 14,06-03-2018,25-08-2018,48671,BOE-B-2018-12875,128066,0,0,0,6403,"CALLE ENEAS, Nº1, EDIFICIO TORREBLANCA, PARCELA BQ2, MANZANA F",3183,TORREVIEJA,Alicante,48000,1663,79395,71927
SUB-JA-2018-104712,JUDICIAL EN VÍA DE APREMIO,3770 0000 05 0647 11,02-08-2018,22-08-2018,12119,BOE-B-2018-39417,19015,0,0,380,950,"C/ TOSCAS DE SAN ANTONIO, Nº 56",38370,LA MATANZA,Santa Cruz de Tenerife,14832,1202,6896,14594
SUB-JA-2018-103782,JUDICIAL EN VÍA DE APREMIO,2460 0000 18 1003 15,31-07-2018,20-08-2018,80182,BOE-B-2018-39196,143641,0,0,2872,7182,"FINCA Nº 3.885 EN C/ RAMON PEREZ DE AYALA, Nº 154 - 1º C DE MADRID",28038,MADRID,Madrid,94803,1722,63459,88955
SUB-JA-2018-103779,JUDICIAL EN VÍA DE APREMIO,2460 0000 18 0597 15,27-07-2018,16-08-2018,117312,BOE-B-2018-38791,180800,0,0,3616,9040,"C/ ANGELA GONZALEZ, Nº 14, 1º DRCHA.",28038,MADRID,Madrid,94016,2357,63488,102625
SUB-JA-2018-102186,JUDICIAL EN VÍA DE APREMIO,3319 0000 06 0053 17,24-07-2018,13-08-2018,25645,BOE-B-2018-38390,63423,0,0,1268,3171,"EL POMPIAN, PARROQUIA DE CIAÑO",33930,LANGREO,Asturias,39322,704,37778,34074
SUB-JA-2018-103710,JUDICIAL EN VÍA DE APREMIO,3950 0000 06 0682 14,24-07-2018,13-08-2018,265400,BOE-B-2018-38359,259300,0,0,50,12965,LA MARINA,11360,SAN ROQUE,Cádiz,181550,1830,-6100,111533
SUB-JA-2018-94386,JUDICIAL EN VÍA DE APREMIO,2696 0000 05 0411 15,24-07-2018,13-08-2018,102524,BOE-B-2018-38409,240000,0,0,0,12000,Calle Cañada nº 5,28295,VALDEMAQUEDA,Madrid,120224,923,137476,120533
SUB-JA-2018-98958,JUDICIAL EN VÍA DE APREMIO,2655 0000 05 0747 03,24-07-2018,13-08-2018,876,BOE-B-2018-38396,114580,114580,57290,5000,5729,"CALLE GESTONA, 34 6º IZD",28041,MADRID,Madrid,57290,2121,113704,64415
SUB-JA-2018-104012,JUDICIAL EN VÍA DE APREMIO,2100 0000 05 0055 18,24-07-2018,13-08-2018,112499,BOE-B-2018-38405,258000,0,0,5160,12900,CALLE ARCHIDUQUE LUIS SALVADOR Nº58 PISO 5-1,7004,PALMA,Baleares,134160,2706,145501,129593
SUB-JA-2018-103165,JUDICIAL EN VÍA DE APREMIO,0744 0000 06 1459 16,19-07-2018,08-08-2018,64015,BOE-B-2018-37816,165000,0,0,3300,8250,"C.Blas Fernández de Lirola, 33, 2º 2ª",8902,L'Hospitalet de Llobregat,Barcelona,82500,3100,100985,98142
SUB-JA-2018-89601,JUDICIAL EN VÍA DE APREMIO,0848 0000 05 0231 15,17-07-2018,06-08-2018,60050,BOE-B-2018-37590,95079,0,0,0,4753,"C. Albacete, 63, 1º, 1ª",8620,Sant Vicenç dels Horts,Barcelona,58067,2214,35029,74401
SUB-JA-2018-102395,JUDICIAL EN VÍA DE APREMIO,2348 0000 06 1891 13,17-07-2018,06-08-2018,572458,BOE-B-2018-37523,1197006,0,0,0,59850,"PASEO DE LOS OLMOS 208, URB. VALDELAGUA",28750,SAN AGUSTIN DEL GUADALIX,Madrid,598623,2204,624548,568699
SUB-JA-2018-98845,JUDICIAL EN VÍA DE APREMIO,1922 0000 06 0217 15,17-07-2018,06-08-2018,132233,BOE-B-2018-37556,169404,0,0,0,8470,CALLE AGUSTIN CONCEGLIERI 14,21110,ALJARQUE,Huelva,84719,1096,37171,100458
SUB-JA-2017-73981,JUDICIAL EN VÍA DE APREMIO,2460 0000 18 0394 15,17-07-2018,06-08-2018,63759,BOE-B-2018-37570,146731,0,0,0,7336,"CALLE JACINTO BENAVENTE Nº 16, PISO 5º, Nº 2 DE HUMANES DE MADRID",28970,HUMANES,Madrid,74000,1799,82972,85978
SUB-JA-2018-99700,JUDICIAL EN VÍA DE APREMIO,1215 0000 06 0083 16,10-07-2018,30-07-2018,21904,BOE-B-2018-36472,71716,0,0,0,3585,"C/ BAMBERA Nº 8, 1º A",11630,ARCOS DE LA FRONTERA,Cádiz,69233,798,49812,34074
SUB-JA-2018-100222,JUDICIAL EN VÍA DE APREMIO,2704 0000 06 1522 15,10-07-2018,30-07-2018,120327,BOE-B-2018-36666,302205,0,0,10000,15110,"CALLE SOLANA, Nº 2 ESC 3 PLANTA 5",28850,TORREJON DE ARDOZ,Madrid,200000,2045,181878,159926
SUB-JA-2018-102729,JUDICIAL EN VÍA DE APREMIO,2460 0000 18 1250 13,10-07-2018,30-07-2018,166899,BOE-B-2018-36583,206800,0,0,4136,10340,"Callejón del Mellizo nº 7, 1º interior nº 8, de Madrid",28005,MADRID,Madrid,78584,4794,39901,124205
SUB-JA-2018-99205,JUDICIAL EN VÍA DE APREMIO,2460 0000 18 0206 16,10-07-2018,30-07-2018,110226,BOE-B-2018-36580,130000,0,0,0,6500,"CALLE AMISTAD Nº 17, 1ºA",28025,MADRID,Madrid,100000,2256,19774,95020
SUB-JA-2018-102343,JUDICIAL EN VÍA DE APREMIO,0143 0000 06 1383 17,10-07-2018,30-07-2018,40014,BOE-B-2018-36529,156691,0,0,3133,7834,"CL SERRANO ANGUITA, 8-PRIMERO ELCHE",3204,ELCHE,Alicante,50141,1100,116677,69066
SUB-JA-2018-95961,JUDICIAL EN VÍA DE APREMIO,2460 0000 18 1043 13,10-07-2018,30-07-2018,81049,BOE-B-2018-36584,250152,0,0,0,12507,"FINCA Nº 93.235 EN AVENIDA DEL CARDENAL HERRERA ORIA, Nº 124-2º DERECHA DE MADRID",28034,MADRID,Madrid,89205,3674,169103,142166
SUB-JA-2018-100215,JUDICIAL EN VÍA DE APREMIO,0689 0000 05 0944 12,05-07-2018,26-07-2018,154539,BOE-B-2018-35633,276972,276972,0,0,13848,CALLE CABANYES,8004,BARCELONA,Barcelona,155000,3592,122433,127796
SUB-JA-2017-67159,JUDICIAL EN VÍA DE APREMIO,4371 0000 06 0662 16,06-07-2018,26-07-2018,90500,BOE-B-2018-35943,129710,129710,0,0,6485,"C/ SAN ABDON, 25 BAJO",46470,MASSANASSA,Valencia,64867,1130,39210,74241
SUB-JA-2018-93911,JUDICIAL EN VÍA DE APREMIO,1219 0000 06 0132 11,06-07-2018,26-07-2018,111465,BOE-B-2018-35931,120960,120960,0,0,6048,CALLE TOLEDO NÚM. 12,11160,BARBATE,Cádiz,90000,1686,9495,83833
SUB-JA-2018-98620,JUDICIAL EN VÍA DE APREMIO,1694 0000 06 0083 16,06-07-2018,26-07-2018,47636,BOE-B-2018-36021,96780,0,0,0,4839,"PARCELA F , C/ FINESTRELLES 11, MAÇANET RESIDENCIAL PARK",17412,MAÇANET DE LA SELVA,Gerona,62369,1032,49144,55614
SUB-JA-2018-94133,JUDICIAL EN VÍA DE APREMIO,0480 0000 06 0206 15,06-07-2018,26-07-2018,10460,BOE-B-2018-36004,26895,0,0,0,1344,AVENIDA SAN FERNANDO NUMERO 39 A PLANTA 1,7013,PALMA DE MALLORCA,Baleares,13400,4000,16435,22928
SUB-JA-2017-84004,JUDICIAL EN VÍA DE APREMIO,4004 0000 00 1152 16,05-07-2018,25-07-2018,997733,BOE-B-2018-35731,1200043,0,0,100,60002,C/ JAZMINES Nº51. URB. EL ZAUDIN,41930,BORMUJOS,Sevilla,600200,1558,202310,521529
SUB-JA-2018-102577,JUDICIAL EN VÍA DE APREMIO,4323 0000 05 0123 18,05-07-2018,25-07-2018,158411,BOE-B-2018-35738,213800,0,0,4276,10690,"Calle del Puerto nº 34, 2º C",45006,TOLEDO,Toledo,106900,1345,55389,121737
SUB-JA-2018-96477,JUDICIAL EN VÍA DE APREMIO,3773 0000 06 0164 16,05-07-2018,25-07-2018,133429,BOE-B-2018-35698,180000,0,0,0,9000,"CALLE TAJINASTE Nº 2 EDIF. BALCON DEL VALLE, ESCALERA 1, PLANTA 4, PUERTA 35, CUESTA DE LA VILLA",38390,SANTA URSULA,Santa Cruz de Tenerife,150001,1606,46571,104601
SUB-JA-2018-101619,JUDICIAL EN VÍA DE APREMIO,2683 0000 05 1119 15,05-07-2018,25-07-2018,78000,BOE-B-2018-35691,79272,0,0,1585,3963,TVA. CAMINO DE LEGANÉS Nº 2 PISO BAJO A,28937,MÓSTOLES,Madrid,76101,1927,1272,71367
SUB-JA-2018-86554,JUDICIAL EN VÍA DE APREMIO,2460 0000 18 0227 16,03-07-2018,23-07-2018,169952,BOE-B-2018-35258,213253,0,0,0,10662,"C/ CAMINO DE PERALES, Nº 96, ESCALERA 1, 9º C. ""COLONIA VIRGEN D E LA ANTIGUA""",28041,MADRID,Madrid,112161,2121,43301,117773
SUB-JA-2018-102008,JUDICIAL EN VÍA DE APREMIO,3399 0000 06 0765 11,03-07-2018,23-07-2018,156725,BOE-B-2018-35378,195938,0,0,3918,9796,CALLE EULALIA SAUQUILLO NÚMERO 2-PORTAL 4,28991,TORREJON DE LA CALZADA,Madrid,86212,1735,39213,115019
SUB-JA-2018-101824,JUDICIAL EN VÍA DE APREMIO,2460 0000 18 0004 17,03-07-2018,23-07-2018,205433,BOE-B-2018-35261,203100,0,0,4062,10155,"CALLE VENANCIO MARTIN Nº 46, 1º D, 28038 DE MADRID",28038,MADRID,Madrid,48744,2357,-2333,97488
SUB-JA-2017-65821,JUDICIAL EN VÍA DE APREMIO,4356 0000 05 1590 15,28-06-2018,18-07-2018,76000,BOE-B-2018-34534,155826,0,0,0,7791,"CALLE PARIS, 21",41012,SEVILLA,Sevilla,77950,2859,79826,103191
SUB-JA-2018-98740,JUDICIAL EN VÍA DE APREMIO,1067 0000 05 0114 16,07-06-2018,17-07-2018,30425,BOE-B-2018-30669,71175,71175,0,0,3558,"C/ BAILEN 4, 4º C",9006,BURGOS,Burgos,12101,1941,40750,51260
SUB-JA-2018-101339,JUDICIAL EN VÍA DE APREMIO,2459 0000 00 1006 12,26-06-2018,16-07-2018,69933,BOE-B-2018-34019,168300,0,200,200,8415,"CALLE EUSEBIO MORAN Nº 19, 2º,",28019,MADRID,Madrid,101000,2580,98367,97724
SUB-JA-2018-101211,JUDICIAL EN VÍA DE APREMIO,5066 0000 56 0513 15,26-06-2018,16-07-2018,210610,BOE-B-2018-34017,239088,0,0,0,11954,PISO 4º CALLE SAHARA Nº 34,28041,MADRID,Madrid,63750,2121,28478,110824
SUB-JA-2017-72741,JUDICIAL EN VÍA DE APREMIO,2460 0000 18 0636 15,26-06-2018,16-07-2018,166378,BOE-B-2018-34014,232545,0,0,0,11627,MADRID,28027,MADRID,Madrid,116272,3593,66167,139612
SUB-JA-2018-100709,JUDICIAL EN VÍA DE APREMIO,3942 0000 06 0702 14,26-06-2018,16-07-2018,184220,BOE-B-2018-33965,235340,235340,0,0,11767,"C/ JUAN DE AVALOS Nº12- PORTAL 1, 1ºH",45221,ESQUIVIAS,Toledo,164738,994,51120,124162
SUB-JA-2018-100843,JUDICIAL EN VÍA DE APREMIO,3748 0000 06 0769 12,26-06-2018,16-07-2018,81804,BOE-B-2018-33950,174756,0,0,0,8737,"El Guincho, Planta 3, Pta.619 Paraje El Ghincho.",38639,San Miguel de Abona,Santa Cruz de Tenerife,95000,2333,92952,94581
SUB-JA-2018-98721,JUDICIAL EN VÍA DE APREMIO,0712 0000 06 0780 09,26-06-2018,16-07-2018,244613,BOE-B-2018-33890,294106,0,0,0,14705,"carrer del Sol, núm. 3-bxs-2a",8680,Gironella,Barcelona,147100,967,49493,166209
